entity.num,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.visitcount,entity.blogType,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
128,"Eliminate Paper and Automate Invoice Payments for Aerospace, Defense, and Government Contracting",blog,Reducing costs and gaining control of spend has never mattered more And automating your accounts payable process can help reduce manual work stabilize operations and provide visibility...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-08/298431_GettyImages-482146439_small_jpg.jpg?h=d3e363c4&itok=AIy7enQ7, ,https://www.concur.com/blog/article/eliminate-paper-and-automate-invoice-payments-aerospace-defense-and-government, , ,204,Control Company Costs, , , , , , , , ,
129,How Automating AP Can Help Government Manage Invoices From Anywhere,blog,Youd think that ensuring healthy cash flow would be enough for government finance teams to worry about But the truth is cash flow is just the tip of the iceberg when it comes to AP...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1590196814342-shutterstock_1593495853.jpg?h=900e78eb&itok=iIAMBhqv, ,https://www.concur.com/blog/article/how-automating-ap-can-help-government-manage-invoices-anywhere, , ,205,Control Company Costs, , , , , , , , ,
130,Six Ways to Ensure Your Invoice Process Works for You,blog,"With new opportunities to review financial processes, shifting how you do things to look at what works â and what doesnât",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1589831517288-shutterstock_1406704145.jpg?h=bd45d64e&itok=Yd0BKErS, ,https://www.concur.com/blog/article/six-ways-ensure-your-invoice-process-works-you, , ,206,Control Company Costs, , , , , , , , ,
131,"Whatâs Holding Your Business Back from Automating Travel, Expense, and Invoice Management?",blog,Manual and spreadsheetdriven processes are costly and inefficient at any scale not just for big businesses In fact given the resource constraints of smalltomidsize businesses SMBs its...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1574099777959-shutterstock-762425617.jpg?h=4432eccb&itok=ThLTkBDQ, ,https://www.concur.com/blog/article/whats-holding-your-business-back-automating-travel-expense-and-invoice-management, , ,207,Control Company Costs, , , , , , , , ,
132,How Much Can a Small-to-Midsize Businesses Really Benefit from Invoice Management Automation?,blog,How many suppliers does your accounts payable AP department pay Have you checked recently how many checks your AP department has written in the past year Have you ever totaled up how...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1573667605603-shutterstock-539724193.jpg?h=4432eccb&itok=YNsUTtgn, ,https://www.concur.com/blog/article/how-much-can-small-midsize-businesses-really-benefit-invoice-management-automation, , ,208,Control Company Costs, , , , , , , , ,
133,How Budget by SAP Concur Works,blog,Budget by SAP Concur brings together travel expense invoice and budget data into a single solution  providing clear visibility into spend that allows you to make better timelier...,https://www.concur.com, ,https://www.concur.com/blog/article/how-budget-sap-concur-works, , ,209,Control Company Costs, , , , , , , , ,
134,Automate Your Invoice Processing and Gain Transparency into School Spending,blog,Do you truly know where your schools spending is going Many schools experience errors within their invoice processing system leaving their total spend in the dark To mitigate these...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1567708705969-shutterstock-299633474.jpg?h=4432eccb&itok=ChbAiQ3g, ,https://www.concur.com/blog/article/automate-your-invoice-processing-and-gain-transparency-school-spending, , ,210,Control Company Costs, , , , , , , , ,
135,Do Governments Have a More Holistic View of Your Spending Than You Do?,blog,If you cant easily bring travel expense and invoice spending data together from across categories for a single nearrealtime view without cobbling together reports from different...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1567095551595-shutterstock-1071019982-1.jpg?h=4432eccb&itok=r96tT01H, ,https://www.concur.com/blog/article/do-governments-have-more-holistic-view-your-spending-you-do, , ,211,Control Company Costs, , , , , , , , ,
136,Automate Invoice Processing and Watch Your Bottom Line and Business Grow,blog,Cloud technologies are bringing worldclass software solutions to small and midsize companies around the world  and they are paving the way for greater efficiency visibility and...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1564695865419-shutterstock-702445756.jpg?h=4432eccb&itok=6DBocsaO, ,https://www.concur.com/blog/article/automate-invoice-processing-and-watch-your-bottom-line-and-business-grow, , ,212,Business Continuity, , , , , , , , ,
137,What is Automation Without Integration? Connect SAP Concur to Your Finance Systems,blog,Kirk Hayes is Director of EMEA Platform and Product Partnerships for SAP Concur Weve spoken at length about the undeniable benefits that automating your expenses travel and invoices...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1559843521486-shutterstock-509087437.png?h=4432eccb&itok=xmD605-p, ,https://www.concur.com/blog/article/what-automation-without-integration-connect-sap-concur-your-finance-systems, , ,213,Business Continuity, , , , , , , , ,
138,"SAP Concur Taps Jim Lucier, Chief Revenue Officer for North America and Chief Services Officer, to Lead Business Through Next Stage of Growth",blog,BELLEVUE Wash April   Â SAP Concur the worlds leading provider of integrated travel expense and invoice management solutions today announced the appointment of Jim Lucier as president...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1556550366178-blog-pictogram.jpg?h=4432eccb&itok=nPL6uynb, ,https://www.concur.com/blog/article/sap-concur-taps-jim-lucier-chief-revenue-officer-north-america-and-chief-services, , ,214,Business Continuity, , , , , , , , ,
139,SAP Concur Launches New Development Center in Shanghai,blog,Shanghai China  April    SAP Concur the worlds leading provider of expense travelÂ and invoice management solutions today announced an SAP Concur China Development Center in Shanghai...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1555450598705-shanghai-skyline.jpg?h=4432eccb&itok=AQOPZwLt, ,https://www.concur.com/blog/article/sap-concur-launches-new-development-center-shanghai, , ,215,Business Continuity, , , , , , , , ,
140,User Interface Enhancements Coming to Concur Invoice April 13,blog,After an extensive early adopter program with more than  clients SAP Concur pushed a few user experience enhancements live in Concur Invoice on April   April release Additionally to...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1551896415586-ui-blog-post.jpg?h=4432eccb&itok=vfEeIGiB, ,https://www.concur.com/blog/article/user-interface-enhancements-coming-concur-invoice-april-13, , ,216,Business Continuity, , , , , , , , ,
141,We're Joining the Intelligent Spend Management Conversation at SAP Ariba Live!,blog,If you are reading this its a safe bet you know how important it is to manage the employee spending generated by travel expenses and invoices But in speaking to customers at our recent...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1553880852230-ariba-live-blog.jpg?h=605f7687&itok=Vh6C9xQz, ,https://www.concur.com/blog/article/were-joining-intelligent-spend-management-conversation-sap-ariba-live, , ,217,Business Continuity, , , , , , , , ,
142,"Here's How to Simplify Expense, Travel, and Invoice Management",blog,If your company is facing issues with expense travel and invoice management youre not alone A commissioned study conducted by Forrester ConsultingÂ on behalf of SAP Concur found that ...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1549645391885-simplify-tei-management-blog.jpg?h=4432eccb&itok=ABFgyvpK, ,https://www.concur.com/blog/article/heres-how-simplify-expense-travel-and-invoice-management, , ,218,Business Continuity, , , , , , , , ,
143,"10 Trends That Will Shape Business Travel and Spend Management in 2019, and Beyond",blog,With  years of travel expense and invoice software innovation under our belts weve had a front row seat to decades of industry trends and technology advancements Looking ahead the pace...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1545076024793-2019-predictions-blog.jpg?h=4432eccb&itok=OWKN9-NJ, ,https://www.concur.com/blog/article/10-trends-will-shape-business-travel-and-spend-management-2019-and-beyond, , ,219,Business Continuity, , , , , , , , ,
144,How to Free Up Time So You Can Focus on the Important Things,blog,How much of your day do you spend doing financial admin Entering data chasing invoices remedying incorrect expenses tracking down missing paperwork and all the other things you need to...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1535581219808-free-up-time-crop.jpg?h=605f7687&itok=ffEbjjZ-, ,https://www.concur.com/blog/article/how-free-time-so-you-can-focus-important-things, , ,220,Business Continuity, , , , , , , , ,
145,Business on the Go: Making Mobile Expenses and Invoices a Reality,blog,Have you ever arrived at a meeting  minutes early and wanted to use that valuable time to do some muchneeded admin You could be paying supplier invoices submitting or approving...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1534797130754-smbs-go-mobile-crop.jpg?h=605f7687&itok=xb8I37m1, ,https://www.concur.com/blog/article/business-go-making-mobile-expenses-and-invoices-reality, , ,221,Business Continuity, , , , , , , , ,
146,Is Your AP Process Fully Automated? Consider These 4 Telling Scenarios,blog,What seems like automation often isnt Accounts payableÂ leaders may feel like their vendor invoice solution is automated but in reality its frequently full of faxes scanned images and...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1537979331944-fully-automated-crop.jpg?h=605f7687&itok=Tz1A8Njj, ,https://www.concur.com/blog/article/your-ap-process-fully-automated-consider-these-4-telling-scenarios, , ,222,Business Continuity, , , , , , , , ,
147,"Whatâs Blocking the Shift to Automated AP Invoice Processes in the Financial Services, Insurance, and Real Estate Industries?",blog,Accounts payable problems can seem like they dont amount to a hill of beans especially as company leadership grapples with industry challenges In banking and financial services those...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1534455997282-fire-blog-crop.jpg?h=605f7687&itok=rhaNCIYR, ,https://www.concur.com/blog/article/whats-blocking-shift-automated-ap-invoice-processes-financial-services-insurance-and, , ,223,Business Continuity, , , , , , , , ,
148,Use this Data to Make Your Business Case for Invoice Automation,blog,Accounts payable is more important to the business than ever before Besides processing invoices and entering massive amounts of financial data there is so much more value todays...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1534528246899-insightful-ap-crop.jpg?h=605f7687&itok=2hV7FkFA, ,https://www.concur.com/blog/article/use-data-make-your-business-case-invoice-automation, , ,224,Business Continuity, , , , , , , , ,
149,Uncovering the Hidden Costs and Business Opportunities in Invoice Processing,blog,When was the last time you took a close look at your current accounts payable process Cutting costs and boosting profits are a priority for most businesses but many do not realize the...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1534364994306-small-biz-growth-mistakes-crop.jpg?h=c228179e&itok=VXbrOGb1, ,https://www.concur.com/blog/article/uncovering-hidden-costs-and-business-opportunities-invoice-processing, , ,225,Business Continuity, , , , , , , , ,
150,Cure âI Canâ Syndrome and Spark Business Growth by Automating your AP Invoice Processes,blog,I can syndrome may not be recognized by the medical community but its a condition that affects millions of smallbusiness owners and other company leaders each year When managing a...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1533588451061-i-can-syndrome-crop.jpg?h=605f7687&itok=R-Jn0McQ, ,https://www.concur.com/blog/article/cure-i-can-syndrome-and-spark-business-growth-automating-your-ap-invoice-processes, , ,226,Business Continuity, , , , , , , , ,
151,"Hereâs How IT Can Reduce the Costs of Expense, Travel, and Invoice Management",blog,IT teams at many companies are under intense pressure from all sides Every day company leadership has expectations of cost savings and greater efficiency Users demand the same digital...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1532553392715-itdm-save-money-crop.jpg?h=605f7687&itok=yIwA-htN, ,https://www.concur.com/blog/article/heres-how-it-can-reduce-costs-expense-travel-and-invoice-management, , ,227,Business Continuity, , , , , , , , ,
152,How Much Money is Your Business Throwing Away in Duplicate Invoice Payments?,blog,If your small or midsize businessÂ is like most you could be throwing away as much as  a month  money that could be spent on staffing resources innovation or any number of impactful...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1532620905796-duplicate-invoice-blog-ljeexx-crop.jpg?h=605f7687&itok=KVIRj5Ke, ,https://www.concur.com/blog/article/how-much-money-your-business-throwing-away-duplicate-invoice-payments, , ,228,Business Continuity, , , , , , , , ,
153,5 Ways it Pays to Pay Your Vendors on Time,blog,As youd expect from the company that provides Concur Invoice weve compiled compelling data on the high costs of paperbased invoicing On average it costs  to process a paper invoice...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1531339776294-5-invoice-benefits-crop.jpg?h=69449bd7&itok=rxba5eEc, ,https://www.concur.com/blog/article/5-ways-it-pays-pay-your-vendors-time, , ,229,Business Continuity, , , , , , , , ,
154,These Top Trends are Driving the Need for Better Spend Management,blog,As the expense travel and invoice management landscape changes small and midsize businesses SMBs are put in the position of having to keep up with the times or fall behind Businesses...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1531245662918-three-smb-trends-crop.jpg?h=4f362aac&itok=NCVGUyKO, ,https://www.concur.com/blog/article/these-top-trends-are-driving-need-better-spend-management, , ,230,Business Continuity, , , , , , , , ,
155,Are You the Companyâs Invoice Guru? Here's How to Improve Your Processes,blog,The reality for many small and midsize businesses is that their AP bestpractices reside on the shoulders of the often lone employee who is the AP department If that resourceful...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1529675418999-invoice-guru-crop.jpg?h=605f7687&itok=5obGuXPz, ,https://www.concur.com/blog/article/are-you-companys-invoice-guru-heres-how-improve-your-processes, , ,231,Business Continuity, , , , , , , , ,
156,"The Power of Machine Learning to Travel, Expense, and Invoice Solutions",blog,Machine learning ML holds such promise for improving job satisfaction and reducing errors and costs for corporations At SAP Concur we use ML to make everything from travel booking to...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1528738911662-machine-learning-blog.jpg?h=605f7687&itok=x75X4bZP, ,https://www.concur.com/blog/article/power-machine-learning-travel-expense-and-invoice-solutions, , ,232,Business Continuity, , , , , , , , ,
157,"Why Some Financial Decision Makers are Skeptical of Automation, and Why They Shouldnât Be",blog,When business is running smoothly the choice to automate your expense travel and invoice management isnt always black and white Companies that have a manual process in place may find...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1527698402054-fdm-skeptical-crop.jpg?h=605f7687&itok=ZPWA9wyy, ,https://www.concur.com/blog/article/why-some-financial-decision-makers-are-skeptical-automation-and-why-they-shouldnt-be, , ,233,Business Continuity, , , , , , , , ,
158,How Are Forward-Thinking CFOs Using Modern AP Automation to Drive Efficiencies and Cost Savings?,blog,From the expectations of investors and CEOs to the challenge of managing diverse workforces who submit invoices expenses and purchase requests through inefficient and disparate systems...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1526578481546-forward-thinking-cfo-crop.jpg?h=605f7687&itok=okJbcX4m, ,https://www.concur.com/blog/article/how-are-forward-thinking-cfos-using-modern-ap-automation-drive-efficiencies-and-cost, , ,234,Business Continuity, , , , , , , , ,
159,Whatâs the Business Value of Concur Invoice?,blog,Todays world of business demands modern solutions In fact you risk being left behind if you dont modernize your invoicingÂ Automating AP not only helps you better engage with employees...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1526402472206-business-value-concur-invoice-crop.jpg?h=733890b7&itok=sbv3elfi, ,https://www.concur.com/blog/article/whats-business-value-concur-invoice, , ,235,Business Continuity, , , , , , , , ,
160,"Expense, Travel, and Invoice Management: Three Processes, One Solution",blog,On any given day you can almost guarantee that one of your employees is booking a business trip submitting an expense claim or raising a purchase order Thats a lot of spending out of...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1525731553536-three-processes-crop.jpg?h=605f7687&itok=QC9VsL7c, ,https://www.concur.com/blog/article/expense-travel-and-invoice-management-three-processes-one-solution, , ,236,Business Continuity, , , , , , , , ,
161,Mairs & Power: Utilizing Automation to Streamline AP Processes Through Concur Invoice,blog,Financial analysts are most effective when not weighed down by mundane administrative tasks When searching for a way to free up their finance team to spend more time on strategic...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1525104970247-nsbw-banner-2.png?h=605f7687&itok=udNXASzD, ,https://www.concur.com/blog/article/mairs-power-utilizing-automation-streamline-ap-processes-through-concur-invoice, , ,237,Business Continuity, , , , , , , , ,
162,Five Very Good Reasons to Automate Your Accounts Payable Management,blog,Among the most important processes a company deals with on a daytoday basis managing invoices is very close to the top of the list Given how critical invoice management is to fiscal...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1524510634732-idc-automate-ap-crop.jpg?h=605f7687&itok=73HRWkzj, ,https://www.concur.com/blog/article/five-very-good-reasons-automate-your-accounts-payable-management, , ,238,Business Continuity, , , , , , , , ,
163,"Find the Story in Your Expense, Travel, and Invoice Data",blog,Employee expenses planned travel supplier invoices  there are a lot of areas of spend for a business to track and manage If youre in finance it can be tricky to tie all these areas...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1522945310719-data-visibility.jpg?h=605f7687&itok=m7sj1DyH, ,https://www.concur.com/blog/article/find-story-your-expense-travel-and-invoice-data, , ,239,Business Continuity, , , , , , , , ,
164,"8 Reasons Why You Need to Connect Expense, Travel, and Invoice Spend",blog,If youve considered automating your expense travel and invoice management processes youre on the right track to improving your bottom line One major benefit to automating with...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1520286141210-t-e-disconnected.jpg?h=605f7687&itok=GAXZLQPE, ,https://www.concur.com/blog/article/8-reasons-why-you-need-connect-expense-travel-and-invoice-spend, , ,240,Business Continuity, , , , , , , , ,
165,5 Easy Ways to Streamline Your Higher Ed Invoice Process,blog,For decades higher education institutions have been utilizing an its good enough operating model But that model is no longer sustainable Todays educational institutions are...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1519935368093-higher-ed.jpg?h=605f7687&itok=IY60jUdS, ,https://www.concur.com/blog/article/5-easy-ways-streamline-your-higher-ed-invoice-process, , ,241,Business Continuity, , , , , , , , ,
166,Three Reasons Why You Should be Automating Your Invoice Process,blog,Is your finance team still sifting through stacks of paperwork even after youve automated your employee expense management A closer look will show you those are vendor invoices in...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1518559412139-three-reasons-automate.jpg?h=605f7687&itok=uinQ2xGO, ,https://www.concur.com/blog/article/three-reasons-why-you-should-be-automating-your-invoice-process, , ,242,Business Continuity, , , , , , , , ,
167,"SAP Concur's Business Travel, Expense and Invoice Predictions for 2018 and Beyond",blog,The business travel expense and invoice landscape is experiencing a rapid evolution fueled by emerging technologies shifting employee expectations and globalization SAP Concur experts...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1513722089262-waiting-in-airport.jpg?h=b929a861&itok=PnbZWJIj, ,https://www.concur.com/blog/article/sap-concurs-business-travel-expense-and-invoice-predictions-2018-and-beyond, , ,243,Employee Experience, , , , , , , , ,
168,The three âCâs of expense and invoice policy compliance,blog,How wonderful would it be if you only had to tell someone something once Unfortunately real life doesnt always work that way and this is especially true when it comes to your company...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1508260953376-cs-of-compliance.jpg?h=2ed370b7&itok=OmV8k4Fp, ,https://www.concur.com/blog/article/three-cs-expense-and-invoice-policy-compliance, , ,244,Employee Experience, , , , , , , , ,
169,Moving away from the invoice black hole,blog,If youre still manually processing invoices your system likely involves a lot of paper handling a convoluted workflow and a storage system that is not accessible or disaster proof In...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1505249753960-black-hole.jpg?h=3585d8e4&itok=f6zWuwVj, ,https://www.concur.com/blog/article/moving-away-invoice-black-hole, , ,245,Employee Experience, , , , , , , , ,
170,It's time to get your invoice process out of the '80s,blog,Are you feeling like you need a FluxCapacitorequipped DeLorean to get your business operations streamlined with modern solutions Outdated invoice systems are causing businesses to...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1504218341222-get-out-of-the-80s.jpg?h=b93c3a04&itok=Wkbu5dTP, ,https://www.concur.com/blog/article/its-time-get-your-invoice-process-out-80s, , ,246,Employee Experience, , , , , , , , ,
